订单号,箱号,箱子类型,原材料号,单位,时间
2259,SE3V IJ4TT4,E3,B6T0000001242,箱,2026/6/2 13:02
2260,SE3V 75T6XD,E3,B6T0000000534,箱,2026/6/7 21:53
2261,SE3V O7L5DL,E3,B6T0000000534,箱,2026/6/7 21:53
2262,SE3V 0ED8A6,E3,B6T0000000534,箱,2026/6/7 21:53
2263,SE3V B3ODF7,E3,B6T0000000534,箱,2026/6/7 21:53
2264,SE3V 6IMG7Z,E3,B6T0000000534,箱,2026/6/7 21:53
2265,SE3V D3Q0E0,E3,B6T0000000534,箱,2026/6/7 21:53
2266,SE1V IOY5U0,E1,B6T0000001742,箱,2026/6/7 10:27
2267,SE1V 4RIPWN,E1,B6T0000001742,箱,2026/6/7 10:27
2268,SE1V 3KE9OU,E1,B6T0000001742,箱,2026/6/7 10:27
2269,SE1V JW6ZJV,E1,B6T0000001742,箱,2026/6/7 10:27
2270,SE1V AEV0YU,E1,B6T0000001742,箱,2026/6/7 10:27
2271,SE1V 3U8IZI,E1,B6T0000001742,箱,2026/6/7 10:27
2272,SE1V 00YEH8,E1,B6T0000001817,箱,2026/6/4 6:48
2273,SE1V UXZ3AD,E1,B6T0000001817,箱,2026/6/4 6:48
2274,SE1V HF025L,E1,B6T0000001817,箱,2026/6/4 6:48
2275,SE1V OXYPHW,E1,B6T0000001817,箱,2026/6/4 6:48
2276,SE1V HM54XR,E1,B6T0000001817,箱,2026/6/4 6:48
2277,SE1V 8PJPF2,E1,B6T0000001817,箱,2026/6/4 6:48
2278,SE1V 0SHDKK,E1,B6T0000001811,箱,2026/6/1 21:21
2279,SE1V G1R1CQ,E1,B6T0000001811,箱,2026/6/1 21:21
2280,SE1V KIH548,E1,B6T0000001811,箱,2026/6/1 21:21
2281,SE1V JRPE2X,E1,B6T0000001811,箱,2026/6/1 21:21
2282,SE1V N9TXFJ,E1,B6T0000001811,箱,2026/6/1 21:21
2283,SE1V NJD5SL,E1,B6T0000001811,箱,2026/6/1 21:21
2284,SE3V AU5IK3,E3,B6T0000000918,箱,2026/6/6 6:35
2285,SE3V 1YUW2T,E3,B6T0000000918,箱,2026/6/6 6:35
2286,SE3V GRTFA1,E3,B6T0000000918,箱,2026/6/6 6:35
2287,SE3V 1PMRG0,E3,B6T0000000918,箱,2026/6/6 6:35
2288,SE3V ZPZJHO,E3,B6T0000000918,箱,2026/6/6 6:35
2289,SE3V 4VUDQH,E3,B6T0000000918,箱,2026/6/6 6:35
2290,SE1V L4M1TR,E1,B6T0000001477,箱,2026/6/4 6:19
2291,SE1V PUYD6I,E1,B6T0000001477,箱,2026/6/4 6:19
2292,SE1V 5HO9CY,E1,B6T0000001477,箱,2026/6/4 6:19
2293,SE1V 9PE0HD,E1,B6T0000001477,箱,2026/6/4 6:19
2294,SE1V J7O9X6,E1,B6T0000001477,箱,2026/6/4 6:19
2295,SE1V 6D7WDJ,E1,B6T0000001477,箱,2026/6/4 6:19
2296,SE3V 07IRJG,E3,B6T0000000431,箱,2026/6/7 18:22
2297,SE3V 107R92,E3,B6T0000000431,箱,2026/6/7 18:22
2298,SE3V 5DSIUA,E3,B6T0000000431,箱,2026/6/7 18:22
2299,SE3V Z71UF0,E3,B6T0000000431,箱,2026/6/7 18:22
2300,SE3V 9UYG3I,E3,B6T0000000431,箱,2026/6/7 18:22
2301,SE3V BG3HKC,E3,B6T0000000431,箱,2026/6/7 18:22
2302,SE3V IEE6HW,E3,B6T0000001178,箱,2026/6/6 16:55
2303,SE3V 5KYFC6,E3,B6T0000001178,箱,2026/6/6 16:55
2304,SE3V RANTY6,E3,B6T0000001178,箱,2026/6/6 16:55
2305,SE3V D1HFDI,E3,B6T0000001178,箱,2026/6/6 16:55
2306,SE3V 3JSTY8,E3,B6T0000001178,箱,2026/6/6 16:55
2307,SE3V 76795F,E3,B6T0000001178,箱,2026/6/6 16:55
2308,SE1V XHQG4Q,E1,B6T0000001748,箱,2026/6/7 17:12
2309,SE1V LV724H,E1,B6T0000001748,箱,2026/6/7 17:12
2310,SE1V K1QDU2,E1,B6T0000001748,箱,2026/6/7 17:12
2311,SE1V EB0T4U,E1,B6T0000001748,箱,2026/6/7 17:12
2312,SE1V OXZ3BG,E1,B6T0000001748,箱,2026/6/7 17:12
2313,SE1V 52IB4T,E1,B6T0000001748,箱,2026/6/7 17:12
2314,SE3V ITMTJL,E3,B6T0000001107,箱,2026/6/2 6:36
2315,SE3V EGP4H2,E3,B6T0000001107,箱,2026/6/2 6:36
2316,SE3V HWSWCZ,E3,B6T0000001107,箱,2026/6/2 6:36
2317,SE3V T0LFJ4,E3,B6T0000001107,箱,2026/6/2 6:36
2318,SE3V B121Y5,E3,B6T0000001107,箱,2026/6/2 6:36
2319,SE3V 0DF0WC,E3,B6T0000001107,箱,2026/6/2 6:36
2320,SE1V R2P6XC,E1,B6T0000001645,箱,2026/6/3 13:27
2321,SE1V W8AFMN,E1,B6T0000001645,箱,2026/6/3 13:27
2322,SE1V E6X1JD,E1,B6T0000001645,箱,2026/6/3 13:27
2323,SE1V 3VURR6,E1,B6T0000001645,箱,2026/6/3 13:27
2324,SE1V CG1S2L,E1,B6T0000001645,箱,2026/6/3 13:27
2325,SE1V QSQBBX,E1,B6T0000001645,箱,2026/6/3 13:27
2326,SE3V NWD0JF,E3,B6T0000000447,箱,2026/6/4 6:32
2327,SE3V NEO2S9,E3,B6T0000000447,箱,2026/6/4 6:32
2328,SE3V NBLGU0,E3,B6T0000000447,箱,2026/6/4 6:32
2329,SE3V TBQOIV,E3,B6T0000000447,箱,2026/6/4 6:32
2330,SE3V WQM912,E3,B6T0000000447,箱,2026/6/4 6:32
2331,SE3V 84SEC2,E3,B6T0000000447,箱,2026/6/4 6:32
2332,SE1V 5JT660,E1,B6T0000001994,箱,2026/6/2 17:39
2333,SE1V J08XTR,E1,B6T0000001994,箱,2026/6/2 17:39
2334,SE1V 5IGZGX,E1,B6T0000001994,箱,2026/6/2 17:39
2335,SE1V OIYFOY,E1,B6T0000001994,箱,2026/6/2 17:39
2336,SE1V 0SXYLK,E1,B6T0000001994,箱,2026/6/2 17:39
2337,SE1V A51E04,E1,B6T0000001994,箱,2026/6/2 17:39
2338,SE3V HL2C53,E3,B6T0000000388,箱,2026/6/6 11:30
2339,SE3V K9OM11,E3,B6T0000000388,箱,2026/6/6 11:30
2340,SE3V 5BOIYM,E3,B6T0000000388,箱,2026/6/6 11:30
2341,SE3V YK86AD,E3,B6T0000000388,箱,2026/6/6 11:30
2342,SE3V NOKKU3,E3,B6T0000000388,箱,2026/6/6 11:30
2343,SE3V S710NU,E3,B6T0000000388,箱,2026/6/6 11:30
2344,SE3V S3J0EV,E3,B6T0000000619,箱,2026/6/7 7:55
2345,SE3V ZYMKX9,E3,B6T0000000619,箱,2026/6/7 7:55
2346,SE3V KHH83G,E3,B6T0000000619,箱,2026/6/7 7:55
2347,SE3V SV5E03,E3,B6T0000000619,箱,2026/6/7 7:55
2348,SE3V 3DZQQ5,E3,B6T0000000619,箱,2026/6/7 7:55
2349,SE3V EB9IDY,E3,B6T0000000619,箱,2026/6/7 7:55
2350,SE4V HOLI54,E4,B6T0000000217,箱,2026/6/7 6:28
2351,SE4V 087WS1,E4,B6T0000000217,箱,2026/6/7 6:28
2352,SE4V LOQSOT,E4,B6T0000000217,箱,2026/6/7 6:28
2353,SE4V 56AG39,E4,B6T0000000217,箱,2026/6/7 6:28
2354,SE4V BD2EEV,E4,B6T0000000217,箱,2026/6/7 6:28
2355,SE4V 7INRZJ,E4,B6T0000000217,箱,2026/6/7 6:28
2356,SE1V 3V8675,E1,B6T0000001471,箱,2026/6/4 16:37
2357,SE1V YOVM5C,E1,B6T0000001471,箱,2026/6/4 16:37
2358,SE1V V35XUD,E1,B6T0000001471,箱,2026/6/4 16:37
2359,SE1V KITMAF,E1,B6T0000001471,箱,2026/6/4 16:37
2360,SE1V 9H3FHV,E1,B6T0000001471,箱,2026/6/4 16:37
2361,SE1V FIJMCJ,E1,B6T0000001471,箱,2026/6/4 16:37
2362,SE1V Z4KSO0,E1,B6T0000001801,箱,2026/6/1 16:37
2363,SE1V 3W2MRO,E1,B6T0000001801,箱,2026/6/1 16:37
2364,SE1V P2BYEE,E1,B6T0000001801,箱,2026/6/1 16:37
2365,SE1V 2ABG9S,E1,B6T0000001801,箱,2026/6/1 16:37
2366,SE1V HO5D5A,E1,B6T0000001801,箱,2026/6/1 16:37
2367,SE1V FQL0DG,E1,B6T0000001801,箱,2026/6/1 16:37
2368,SE1V JMBPTP,E1,B6T0000001572,箱,2026/6/3 21:40
2369,SE1V DWR1XF,E1,B6T0000001572,箱,2026/6/3 21:40
2370,SE1V HSJ0BI,E1,B6T0000001572,箱,2026/6/3 21:40
2371,SE1V 6ATQGK,E1,B6T0000001572,箱,2026/6/3 21:40
2372,SE1V RYT6EB,E1,B6T0000001572,箱,2026/6/3 21:40
2373,SE1V IN0BYQ,E1,B6T0000001572,箱,2026/6/3 21:40
2374,SE1V VBNUZ2,E1,B6T0000001791,箱,2026/6/1 11:15
2375,SE1V KGA99U,E1,B6T0000001791,箱,2026/6/1 11:15
2376,SE1V F1ZWW1,E1,B6T0000001791,箱,2026/6/1 11:15
2377,SE1V UN2KTV,E1,B6T0000001791,箱,2026/6/1 11:15
2378,SE1V V0Y9Q6,E1,B6T0000001791,箱,2026/6/1 11:15
2379,SE1V KTNN8I,E1,B6T0000001791,箱,2026/6/1 11:15
2380,SE1V UK15U2,E1,B6T0000001895,箱,2026/6/5 6:13
2381,SE1V 486D43,E1,B6T0000001895,箱,2026/6/5 6:13
2382,SE1V I21PU8,E1,B6T0000001895,箱,2026/6/5 6:13
2383,SE1V BWAUFX,E1,B6T0000001895,箱,2026/6/5 6:13
2384,SE1V QP6XGH,E1,B6T0000001895,箱,2026/6/5 6:13
2385,SE3V SHYVNI,E3,B6T0000000719,箱,2026/6/4 6:26
2386,SE3V 8E6149,E3,B6T0000000719,箱,2026/6/4 6:26
2387,SE3V 3685EF,E3,B6T0000000719,箱,2026/6/4 6:26
2388,SE3V ZVMT4F,E3,B6T0000000719,箱,2026/6/4 6:26
2389,SE3V VMYPJ2,E3,B6T0000000719,箱,2026/6/4 6:26
2390,SE1V UMW7HU,E1,B6T0000001989,箱,2026/6/5 21:23
2391,SE1V 3D3513,E1,B6T0000001989,箱,2026/6/5 21:23
2392,SE1V LM7E41,E1,B6T0000001989,箱,2026/6/5 21:23
2393,SE1V OFV14J,E1,B6T0000001989,箱,2026/6/5 21:23
2394,SE1V 643F1A,E1,B6T0000001989,箱,2026/6/5 21:23
2395,SE1V PO5CB4,E1,B6T0000001859,箱,2026/6/7 11:41
2396,SE1V 1SCY3M,E1,B6T0000001859,箱,2026/6/7 11:41
2397,SE1V 84BCTW,E1,B6T0000001859,箱,2026/6/7 11:41
2398,SE1V KKV4LQ,E1,B6T0000001859,箱,2026/6/7 11:41
2399,SE1V 15S58X,E1,B6T0000001859,箱,2026/6/7 11:41
2400,SE1V BNWJ6P,E1,B6T0000001888,箱,2026/6/2 21:50
2401,SE1V VOC750,E1,B6T0000001888,箱,2026/6/2 21:50
2402,SE1V 1OEEA2,E1,B6T0000001888,箱,2026/6/2 21:50
2403,SE1V 0RWRNB,E1,B6T0000001888,箱,2026/6/2 21:50
2404,SE1V FZV1JO,E1,B6T0000001888,箱,2026/6/2 21:50
2405,SE3V YJ8HQD,E3,B6T0000000509,箱,2026/6/7 14:37
2406,SE3V E7M7H6,E3,B6T0000000509,箱,2026/6/7 14:37
2407,SE3V OQ7QH9,E3,B6T0000000509,箱,2026/6/7 14:37
2408,SE3V 6YCFNH,E3,B6T0000000509,箱,2026/6/7 14:37
2409,SE3V P39LQT,E3,B6T0000000509,箱,2026/6/7 14:37
2410,SE1V NGQ6TL,E1,B6T0000001594,箱,2026/6/5 10:28
2411,SE1V V0GUB5,E1,B6T0000001594,箱,2026/6/5 10:28
2412,SE1V KB3PKB,E1,B6T0000001594,箱,2026/6/5 10:28
2413,SE1V QY3OT7,E1,B6T0000001594,箱,2026/6/5 10:28
2414,SE1V 60RS6C,E1,B6T0000001594,箱,2026/6/5 10:28
2415,SE3V X56V3D,E3,B6T0000001130,箱,2026/6/3 6:02
2416,SE3V GS9GT0,E3,B6T0000001130,箱,2026/6/3 6:02
2417,SE3V R0VIP3,E3,B6T0000001130,箱,2026/6/3 6:02
2418,SE3V 5T54GY,E3,B6T0000001130,箱,2026/6/3 6:02
2419,SE3V LBI18A,E3,B6T0000001130,箱,2026/6/3 6:02
2420,SE3V ZPY9QZ,E3,B6T0000000777,箱,2026/6/7 20:37
2421,SE3V O7IO2F,E3,B6T0000000777,箱,2026/6/7 20:37
2422,SE3V 2NATD4,E3,B6T0000000777,箱,2026/6/7 20:37
2423,SE3V GWLF9Y,E3,B6T0000000777,箱,2026/6/7 20:37
2424,SE3V XAM97Y,E3,B6T0000000777,箱,2026/6/7 20:37
2425,SE3V U0S1G9,E3,B6T0000000890,箱,2026/6/6 6:56
2426,SE3V EU818U,E3,B6T0000000890,箱,2026/6/6 6:56
2427,SE3V TYIWT2,E3,B6T0000000890,箱,2026/6/6 6:56
2428,SE3V 58E742,E3,B6T0000000890,箱,2026/6/6 6:56
2429,SE3V 8YI4PZ,E3,B6T0000000890,箱,2026/6/6 6:56
2430,SE3V SKE5M0,E3,B6T0000000778,箱,2026/6/4 7:02
2431,SE3V SWXKQT,E3,B6T0000000778,箱,2026/6/4 7:02
2432,SE3V Q36ZPM,E3,B6T0000000778,箱,2026/6/4 7:02
2433,SE3V G6OOH1,E3,B6T0000000778,箱,2026/6/4 7:02
2434,SE3V XAWJ28,E3,B6T0000000778,箱,2026/6/4 7:02
2435,SE1V ZXQVRT,E1,B6T0000001589,箱,2026/6/2 6:29
2436,SE1V 4UPR44,E1,B6T0000001589,箱,2026/6/2 6:29
2437,SE1V ESH9BX,E1,B6T0000001589,箱,2026/6/2 6:29
2438,SE1V LSOGWI,E1,B6T0000001589,箱,2026/6/2 6:29
2439,SE1V BJB6M9,E1,B6T0000001589,箱,2026/6/2 6:29
2440,SE3V 0LQBYG,E3,B6T0000001304,箱,2026/6/5 20:57
2441,SE3V 6G04JG,E3,B6T0000001304,箱,2026/6/5 20:57
2442,SE3V SQOF3W,E3,B6T0000001304,箱,2026/6/5 20:57
2443,SE3V GI8Y04,E3,B6T0000001304,箱,2026/6/5 20:57
2444,SE3V 23H7T6,E3,B6T0000001304,箱,2026/6/5 20:57
2445,SE3V MFCYLT,E3,B6T0000001189,箱,2026/6/2 12:01
2446,SE3V M9R6MG,E3,B6T0000001189,箱,2026/6/2 12:01
2447,SE3V UOV5IT,E3,B6T0000001189,箱,2026/6/2 12:01
2448,SE3V 2NI9SU,E3,B6T0000001189,箱,2026/6/2 12:01
2449,SE3V ON8RJN,E3,B6T0000001189,箱,2026/6/2 12:01
2450,SE1V ALRY3I,E1,B6T0000001399,箱,2026/6/5 6:28
2451,SE1V GWEYSU,E1,B6T0000001399,箱,2026/6/5 6:28
2452,SE1V 7ERRBS,E1,B6T0000001399,箱,2026/6/5 6:28
2453,SE1V ZUJB4H,E1,B6T0000001399,箱,2026/6/5 6:28
2454,SE1V LLQLLD,E1,B6T0000001399,箱,2026/6/5 6:28
2455,SE1V N53R4S,E1,B6T0000001943,箱,2026/6/3 8:32
2456,SE1V IP4B8J,E1,B6T0000001943,箱,2026/6/3 8:32
2457,SE1V 4ZXD82,E1,B6T0000001943,箱,2026/6/3 8:32
2458,SE1V BMQW8E,E1,B6T0000001943,箱,2026/6/3 8:32
2459,SE1V VRC0ER,E1,B6T0000001943,箱,2026/6/3 8:32
2460,SE3V MISU1O,E3,B6T0000000438,箱,2026/6/4 13:07
2461,SE3V 67U61O,E3,B6T0000000438,箱,2026/6/4 13:07
2462,SE3V 85VO1T,E3,B6T0000000438,箱,2026/6/4 13:07
2463,SE3V K5EZS9,E3,B6T0000000438,箱,2026/6/4 13:07
2464,SE3V 6KW0PN,E3,B6T0000000438,箱,2026/6/4 13:07
2465,SE3V 24KSKW,E3,B6T0000001299,箱,2026/6/5 6:25
2466,SE3V ECY9A7,E3,B6T0000001299,箱,2026/6/5 6:25
2467,SE3V ABFLXV,E3,B6T0000001299,箱,2026/6/5 6:25
2468,SE3V 5CIX39,E3,B6T0000001299,箱,2026/6/5 6:25
2469,SE3V ELLHLR,E3,B6T0000001299,箱,2026/6/5 6:25
2470,SE1V HWTGDK,E1,B6T0000001437,箱,2026/6/7 13:58
2471,SE1V 4SNV9R,E1,B6T0000001437,箱,2026/6/7 13:58
2472,SE1V R49HQW,E1,B6T0000001437,箱,2026/6/7 13:58
2473,SE1V P8XFAN,E1,B6T0000001437,箱,2026/6/7 13:58
2474,SE1V S0GNH8,E1,B6T0000001437,箱,2026/6/7 13:58
2475,SE3V H3Z3DE,E3,B6T0000000337,箱,2026/6/7 15:09
2476,SE3V 4EV5XW,E3,B6T0000000337,箱,2026/6/7 15:09
2477,SE3V WC05SO,E3,B6T0000000337,箱,2026/6/7 15:09
2478,SE3V RHTMT1,E3,B6T0000000337,箱,2026/6/7 15:09
2479,SE3V OZXGGM,E3,B6T0000000337,箱,2026/6/7 15:09
2480,SE4V L0NWRN,E4,B6T0000000267,箱,2026/6/6 21:13
2481,SE4V 57LWS1,E4,B6T0000000267,箱,2026/6/6 21:13
2482,SE4V YQ6T0O,E4,B6T0000000267,箱,2026/6/6 21:13
2483,SE4V TGPEQC,E4,B6T0000000267,箱,2026/6/6 21:13
2484,SE4V YH207X,E4,B6T0000000267,箱,2026/6/6 21:13
2485,SE3V 87LGUU,E3,B6T0000000435,箱,2026/6/3 12:13
2486,SE3V W05802,E3,B6T0000000435,箱,2026/6/3 12:13
2487,SE3V XVXITI,E3,B6T0000000435,箱,2026/6/3 12:13
2488,SE3V FXZIU6,E3,B6T0000000435,箱,2026/6/3 12:13
2489,SE3V HULPRX,E3,B6T0000000435,箱,2026/6/3 12:13
2490,SE3V H3K7UJ,E3,B6T0000000500,箱,2026/6/7 6:37
2491,SE3V J31W0G,E3,B6T0000000500,箱,2026/6/7 6:37
2492,SE3V Q34PGG,E3,B6T0000000500,箱,2026/6/7 6:37
2493,SE3V CBI6QS,E3,B6T0000000500,箱,2026/6/7 6:37
2494,SE3V RER6LU,E3,B6T0000000500,箱,2026/6/7 6:37
2495,SE4V IF31D2,E4,B6T0000000257,箱,2026/6/7 13:09
2496,SE4V O25TG5,E4,B6T0000000257,箱,2026/6/7 13:09
2497,SE4V JTV75S,E4,B6T0000000257,箱,2026/6/7 13:09
2498,SE4V SUMH0Z,E4,B6T0000000257,箱,2026/6/7 13:09
2499,SE4V NSGWOC,E4,B6T0000000257,箱,2026/6/7 13:09
2500,SE3V HKK7X3,E3,B6T0000000481,箱,2026/6/1 17:46
2501,SE3V 4UDC4F,E3,B6T0000000481,箱,2026/6/1 17:46
2502,SE3V H065AF,E3,B6T0000000481,箱,2026/6/1 17:46
2503,SE3V U20VMA,E3,B6T0000000481,箱,2026/6/1 17:46
2504,SE3V KRX0GW,E3,B6T0000000481,箱,2026/6/1 17:46
2505,SE3V 6U9CYR,E3,B6T0000001035,箱,2026/6/3 15:11
2506,SE3V VEOW0E,E3,B6T0000001035,箱,2026/6/3 15:11
2507,SE3V F578O1,E3,B6T0000001035,箱,2026/6/3 15:11
2508,SE3V FE1YEN,E3,B6T0000001035,箱,2026/6/3 15:11
2509,SE3V D6BWBE,E3,B6T0000001035,箱,2026/6/3 15:11
2510,SE1V X717HW,E1,B6T0000001586,箱,2026/6/5 9:53
2511,SE1V 0BUPMT,E1,B6T0000001586,箱,2026/6/5 9:53
2512,SE1V XQ531D,E1,B6T0000001586,箱,2026/6/5 9:53
2513,SE1V 1KDK2Y,E1,B6T0000001586,箱,2026/6/5 9:53
2514,SE1V WFMAX9,E1,B6T0000001586,箱,2026/6/5 9:53
2515,SE1V VNA3G4,E1,B6T0000001724,箱,2026/6/3 6:43
2516,SE1V 9MN230,E1,B6T0000001724,箱,2026/6/3 6:43
2517,SE1V A7ZUM2,E1,B6T0000001724,箱,2026/6/3 6:43
2518,SE1V V31IQF,E1,B6T0000001724,箱,2026/6/3 6:43
2519,SE1V G7TTN1,E1,B6T0000001724,箱,2026/6/3 6:43
2520,SE3V HA752A,E3,B6T0000001186,箱,2026/6/2 19:57
2521,SE3V 97PNFI,E3,B6T0000001186,箱,2026/6/2 19:57
2522,SE3V RCVCZ8,E3,B6T0000001186,箱,2026/6/2 19:57
2523,SE3V P5AIEK,E3,B6T0000001186,箱,2026/6/2 19:57
2524,SE3V X6MJ53,E3,B6T0000001186,箱,2026/6/2 19:57
2525,SE1V HZKIEW,E1,B6T0000001776,箱,2026/6/1 8:12
2526,SE1V 6OR6XN,E1,B6T0000001776,箱,2026/6/1 8:12
2527,SE1V 6LCPY9,E1,B6T0000001776,箱,2026/6/1 8:12
2528,SE1V NPGIRD,E1,B6T0000001776,箱,2026/6/1 8:12
2529,SE1V 4JPDT1,E1,B6T0000001776,箱,2026/6/1 8:12
2530,SE3V EH30OI,E3,B6T0000000504,箱,2026/6/7 11:45
2531,SE3V QJ7RPB,E3,B6T0000000504,箱,2026/6/7 11:45
2532,SE3V AD0NDV,E3,B6T0000000504,箱,2026/6/7 11:45
2533,SE3V 5DMCDS,E3,B6T0000000504,箱,2026/6/7 11:45
2534,SE3V ODBZL8,E3,B6T0000000504,箱,2026/6/7 11:45
2535,SE3V NTJK2G,E3,B6T0000001134,箱,2026/6/4 17:48
2536,SE3V ZAUGTT,E3,B6T0000001134,箱,2026/6/4 17:48
2537,SE3V MPPJBE,E3,B6T0000001134,箱,2026/6/4 17:48
2538,SE3V AHY5HO,E3,B6T0000001134,箱,2026/6/4 17:48
2539,SE3V 37PJPO,E3,B6T0000001134,箱,2026/6/4 17:48
2540,SE3V CVS3ZR,E3,B6T0000001206,箱,2026/6/3 6:22
2541,SE3V B9OPLL,E3,B6T0000001206,箱,2026/6/3 6:22
2542,SE3V V12BVX,E3,B6T0000001206,箱,2026/6/3 6:22
2543,SE3V EJAXVT,E3,B6T0000001206,箱,2026/6/3 6:22
2544,SE3V 7CZ14W,E3,B6T0000001206,箱,2026/6/3 6:22
2545,SE1V ULYZLG,E1,B6T0000001449,箱,2026/6/4 12:30
2546,SE1V JVBVXV,E1,B6T0000001449,箱,2026/6/4 12:30
2547,SE1V R62TRI,E1,B6T0000001449,箱,2026/6/4 12:30
2548,SE1V CQPEOV,E1,B6T0000001449,箱,2026/6/4 12:30
2549,SE1V 0D68FR,E1,B6T0000001449,箱,2026/6/4 12:30
2550,SE3V RUI31P,E3,B6T0000001153,箱,2026/6/1 20:18
2551,SE3V HYSVKU,E3,B6T0000001153,箱,2026/6/1 20:18
2552,SE3V EV3C3J,E3,B6T0000001153,箱,2026/6/1 20:18
2553,SE3V 548FHB,E3,B6T0000001153,箱,2026/6/1 20:18
2554,SE3V Q64DO4,E3,B6T0000001153,箱,2026/6/1 20:18
2555,SE3V WXJ46T,E3,B6T0000001217,箱,2026/6/1 13:59
2556,SE3V 9DNZWS,E3,B6T0000001217,箱,2026/6/1 13:59
2557,SE3V S9V66D,E3,B6T0000001217,箱,2026/6/1 13:59
2558,SE3V QA4SVK,E3,B6T0000001217,箱,2026/6/1 13:59
2559,SE3V XB3CTO,E3,B6T0000001217,箱,2026/6/1 13:59
2560,SE1V KE1Q5M,E1,B6T0000001537,箱,2026/6/4 9:44
2561,SE1V S7UPSP,E1,B6T0000001537,箱,2026/6/4 9:44
2562,SE1V AG3JBR,E1,B6T0000001537,箱,2026/6/4 9:44
2563,SE1V RD44ND,E1,B6T0000001537,箱,2026/6/4 9:44
2564,SE1V VDXDF6,E1,B6T0000001537,箱,2026/6/4 9:44
2565,SE1V 2VP6F0,E1,B6T0000001793,箱,2026/6/4 12:45
2566,SE1V O7Y4XB,E1,B6T0000001793,箱,2026/6/4 12:45
2567,SE1V BMZJ22,E1,B6T0000001793,箱,2026/6/4 12:45
2568,SE1V PMB6XG,E1,B6T0000001793,箱,2026/6/4 12:45
2569,SE1V K6YULN,E1,B6T0000001793,箱,2026/6/4 12:45
2570,SE3V 2Q22YO,E3,B6T0000000647,箱,2026/6/2 13:10
2571,SE3V KBVPX4,E3,B6T0000000647,箱,2026/6/2 13:10
2572,SE3V NTZ7PJ,E3,B6T0000000647,箱,2026/6/2 13:10
2573,SE3V SFPFMN,E3,B6T0000000647,箱,2026/6/2 13:10
2574,SE3V F7UIWJ,E3,B6T0000000647,箱,2026/6/2 13:10
2575,SE1V ESU2HT,E1,B6T0000001934,箱,2026/6/7 21:14
2576,SE1V TSW5EJ,E1,B6T0000001934,箱,2026/6/7 21:14
2577,SE1V R91QUP,E1,B6T0000001934,箱,2026/6/7 21:14
2578,SE1V WCKH3V,E1,B6T0000001934,箱,2026/6/7 21:14
2579,SE1V 10M1V3,E1,B6T0000001934,箱,2026/6/7 21:14
2580,SE3V ZDHZ6M,E3,B6T0000000418,箱,2026/6/3 17:35
2581,SE3V 9BJUDL,E3,B6T0000000418,箱,2026/6/3 17:35
2582,SE3V 3AF6KK,E3,B6T0000000418,箱,2026/6/3 17:35
2583,SE3V FEDLBG,E3,B6T0000000418,箱,2026/6/3 17:35
2584,SE3V KBUOC1,E3,B6T0000000418,箱,2026/6/3 17:35
2585,SE3V 67CSZV,E3,B6T0000000543,箱,2026/6/7 6:02
2586,SE3V UTBT6A,E3,B6T0000000543,箱,2026/6/7 6:02
2587,SE3V O3FJPO,E3,B6T0000000543,箱,2026/6/7 6:02
2588,SE3V 4DILGO,E3,B6T0000000543,箱,2026/6/7 6:02
2589,SE3V NJPXW6,E3,B6T0000000543,箱,2026/6/7 6:02
2590,SE1V ZTLSUY,E1,B6T0000001442,箱,2026/6/6 6:17
2591,SE1V 5LV92B,E1,B6T0000001442,箱,2026/6/6 6:17
2592,SE1V EEVG42,E1,B6T0000001442,箱,2026/6/6 6:17
2593,SE1V 9I76BE,E1,B6T0000001442,箱,2026/6/6 6:17
2594,SE1V RP0IV1,E1,B6T0000001442,箱,2026/6/6 6:17
2595,SE3V HLOZES,E3,B6T0000000683,箱,2026/6/6 6:01
2596,SE3V JNCRBV,E3,B6T0000000683,箱,2026/6/6 6:01
2597,SE3V XKETUG,E3,B6T0000000683,箱,2026/6/6 6:01
2598,SE3V KNN520,E3,B6T0000000683,箱,2026/6/6 6:01
2599,SE3V UPRB2J,E3,B6T0000000683,箱,2026/6/6 6:01
2600,SE3V 37L5RP,E3,B6T0000000732,箱,2026/6/1 10:10
2601,SE3V TBQ818,E3,B6T0000000732,箱,2026/6/1 10:10
2602,SE3V GSVPI2,E3,B6T0000000732,箱,2026/6/1 10:10
2603,SE3V JONEW1,E3,B6T0000000732,箱,2026/6/1 10:10
2604,SE3V ZBOMVI,E3,B6T0000000841,箱,2026/6/5 8:00
2605,SE3V BZYFGG,E3,B6T0000000841,箱,2026/6/5 8:00
2606,SE3V K82P5Y,E3,B6T0000000841,箱,2026/6/5 8:00
2607,SE3V RO1WOD,E3,B6T0000000841,箱,2026/6/5 8:00
2608,SE3V K9D643,E3,B6T0000000322,箱,2026/6/3 9:31
2609,SE3V J2X9A6,E3,B6T0000000322,箱,2026/6/3 9:31
2610,SE3V TDV9RR,E3,B6T0000000322,箱,2026/6/3 9:31
2611,SE3V UHCU5M,E3,B6T0000000322,箱,2026/6/3 9:31
2612,SE3V 7JEZ24,E3,B6T0000000877,箱,2026/6/1 9:58
2613,SE3V WPFDFH,E3,B6T0000000877,箱,2026/6/1 9:58
2614,SE3V J05MPZ,E3,B6T0000000877,箱,2026/6/1 9:58
2615,SE3V 05TQM3,E3,B6T0000000877,箱,2026/6/1 9:58
2616,SE1V NJSLEU,E1,B6T0000001463,箱,2026/6/3 7:10
